filename,label,arch,nodes,edges,out_degree,in_degree,density,closeness_centrality,betweeness_centrality,connected_components,diameter,radius
032a8579d1e768edb263dcc90e6f146cf97497b43efa131862fc94857affe23e,0,5,221,344,0.004524887,0.004524887,0.007075278,0.039563708,0.012785858,4,25,2
032b1027cd7f1e9a703b54f1dbfed78c00b01e277d18dbf79f1edfeff611f85a,0,1,2223,5180,0.000449843,0.000449843,0.001048688,0.075476769,0.003968281,14,33,2
032b385fcaf99d1c8fcf16dedfc553cabbfaeaf7ed10eff084d8d113fa11ad03,0,3,598,1080,0.001672241,0.001672241,0.003025159,0.032380556,0.004308652,1,56,2
032b6e1edc0ecc7650e01d8f1f920a7a8bdab563197c0bcc3df9b49fa8776916,0,3,2291,4484,0.000436491,0.000436491,0.000854683,0.074022001,0.003644532,6,45,2
032ba3231aae2f7fa6eb1784a242997192f8a14c6a39054c301062abc433f1ec,0,7,345,667,0.002898551,0.002898551,0.005620155,0.07548334,0.01399977,4,41,2
032bb31b8cee7193371c29fc02b84636f0b92ea030c5610dc27cdce4d8965f75,0,7,135,214,0.007407407,0.007407407,0.01182974,0.035650871,0.004590248,6,15,2
032bef4513e75324cf67aabb277e4c164697ea4b76093cff5b51369f7f3651c5,0,3,3933,8669,0.000254259,0.000254259,0.000560572,0.102548758,0.002153417,2,57,2
032d8bef82bc131ecd990a0d3e7257218b7b4a8c5506750864a52f672b0de6d3,0,1,86,124,0.011627907,0.011627907,0.016963064,0.058348525,0.019526415,4,21,2
032dbcd1b7e0a77117576c95bf9741a6ab2c44105c255e5a4bfa67124c7ca310,0,1,2034,3958,0.000491642,0.000491642,0.000957166,0.066718634,0.00393251,70,53,2
032df1da97ad6f11374c90cc18142aa4f20b3fd6c31b1e396b703f34d747f0f9,0,3,1127,2286,0.000887311,0.000887311,0.001801416,0.06815813,0.008263693,1,60,2
032e25578f9b8092df35bafdda61bae605cdfa559a016830dba0794631cb5aa2,0,3,3722,8422,0.000268673,0.000268673,0.000608106,0.087261987,0.001988788,56,98,2
032e54594d83fc79262acfaa6dc32798fe1673ba5cd3be606c85b8cbd3bd1353,0,1,1233,2127,0.00081103,0.00081103,0.001400212,0.004920747,0.058686018,88,690,2
032ec4505e2fc68ad7190f28269f592013c5583453941ad0166e407325eb051f,0,7,186,300,0.005376344,0.005376344,0.008718396,0.044695565,0.009201224,14,35,2
032f5897875eac73d300ae1a2e49ba3c1f857e51688d1aed272b3fe4cd389cab,0,7,218,306,0.004587156,0.004587156,0.006468524,0.02428966,0.004585884,25,27,2
03309f06c56f489ea1fa02ff60479253ec5bf36e0145466a535d6e8a733e3791,0,1,67,92,0.014925373,0.014925373,0.020805066,0.032970172,0.001746512,5,7,2
0330fd37202527ccae58df0e8b0b4acb11af43a47561eed350f65fe0c1a557fd,0,7,67,90,0.014925373,0.014925373,0.020352782,0.033102131,0.002400584,4,9,2
0331676c842f17b57f5e9dbacbcbcb40646fc267ceb85af3f1a9f3668b4b2cd6,0,7,42,41,0.023809524,0.023809524,0.023809524,0.032917399,0.00195993,5,7,2
0331a2f10a1b1c479e44f7de986296d40f426fcd2e2a5d15512f007d3fdc6b4f,0,6,253,329,0.003952569,0.003952569,0.005160299,0.011749084,0.001222664,8,20,2
0331dbf1a0a876e14ea072cc4aa6e56554658a28e678ae3a08621b9d11c10c1f,0,5,3221,6311,0.000310463,0.000310463,0.000608487,0.08327134,0.001963854,6,28,2
0332e5381e80398a4ec7748b909efc8632ffc154e91aa12d5c574f68a98dc919,0,3,138,227,0.007246377,0.007246377,0.01200677,0.041526252,0.005330941,2,20,2
0335b597d51b88bc370baeb9e16757d21ac31c8dfced881463eced5839262f08,0,7,804,1777,0.001243781,0.001243781,0.002752427,0.118502758,0.006764571,2,44,2
0335b6418f18517e178e4a1e4ef0e59044f636732fbd3246db4d1596e227771f,0,1,28,28,0.035714286,0.035714286,0.037037037,0.058928239,0.014194139,4,10,2
03361c05dfe9bcc163270de78d3376072f0ee5b8dc4d070dfd66708bcd713b9c,0,5,542,966,0.001845018,0.001845018,0.003294432,0.063904493,0.008768612,4,33,2
0336ce628f6574d8e49046a4c55878ddce9486e4447ff64536eb9e6ce5eea906,0,7,3818,7820,0.000261917,0.000261917,0.000536598,0.067224877,0.003335772,4,60,2
0336ebe4b5f24b1c41ed448dd7c08a6aa2bb0c319c587f84af35e135fd6515f1,0,7,9838,12480,0.000101647,0.000101647,0.000128957,0.0001908,2.84e-07,851,34,2
033743275bbabeec08675485c25d3928f540b619be478d6acae0c1c3a839023e,0,7,8,8,0.125,0.125,0.142857143,0.168452381,0.029761905,3,5,2
0338b544f024c7e389f08cdaa0c6e44cab747b2e5e7a96af6b00d7443502c685,0,7,1924,3756,0.000519751,0.000519751,0.001015176,0.06754359,0.0045767,61,38,2
033a246fbed8a75ab629df08a65d841515615d2ae51f9ef19f6695ce12003869,0,5,71,85,0.014084507,0.014084507,0.017102616,0.029925531,0.002942291,3,11,2
033aa841c016ed7a01017f0d199021a44f8a16c71ea224b35a0508374c68588d,0,5,1187,2076,0.00084246,0.00084246,0.00147466,0.060426676,0.006944196,2,34,2
033aaf0ce2f6d3adc658d95b58c2d14cd1343bfcdea9cdc19beb6de0d3e90910,0,1,4603,9066,0.00021725,0.00021725,0.000427985,0.075741184,0.0018439,81,34,2
033ac28fe652c38b57ad2d40c73c6fe57759dee9681724034f95beaef4d3ae2f,0,1,310,534,0.003225806,0.003225806,0.005574695,0.052128874,0.024402101,7,33,2
033addd7ae57f39cc201f70009453e73755be81508f18c75ac770e1094aab93b,0,7,420,622,0.002380952,0.002380952,0.003534493,0.008338228,0.000418205,22,19,2
033adec92b5cf7cfc9abca85d7eb75ef419ac3d78e273610ad2c69d348e2fcb6,0,1,4824,9698,0.000207297,0.000207297,0.000416829,0.093230068,0.001985154,28,40,2
033bb6ad1f5dfea2e64f3fbf390bddeee9472497ecfc625512a5eea538bc87f3,0,2,486,663,0.002057613,0.002057613,0.002812778,0.022163675,0.003678959,34,28,2
033caf16b5c9f44b80c7cee46455daec92ab1be0de99547d4fdbee356ee69e87,0,1,265,446,0.003773585,0.003773585,0.006375071,0.034657631,0.007065906,5,25,2
033eab69cb6994d18141fa9ba4d2fb02d42485c3b5045d9caa2b54e884cf67cb,0,7,144,242,0.006944444,0.006944444,0.011752137,0.041182002,0.008911228,2,18,2
033ead24ac4e300138a876df5bccf5d425fa38f0bb84a893a1a2fbeeca41d9bc,0,3,178,261,0.005617978,0.005617978,0.008284136,0.028339002,0.002427568,19,15,2
033ec17f6d38dfa3434fa0c0310324b6625fda2a293570237d91de5f7069f1a8,0,3,5875,11238,0.000170213,0.000170213,0.000325647,0.04374233,0.001335925,39,70,2
033efcddfaaf854edc61457d16a7c2d7841a041a01454e7ac5c8d48a2db5f313,0,3,1985,3847,0.000503778,0.000503778,0.000976832,0.068963717,0.005313005,4,97,2
033f1a64925baff005e0fa6ff95f296b60e75d34b3592e0f5fca96d934ac686d,0,2,1288,2095,0.000776398,0.000776398,0.001263833,0.036717102,0.004204073,49,34,2
033f53c3b589029835afbf6e90e9ace8f4a19e716f1a020d67a7d10d0ea20486,0,1,1103,2018,0.000906618,0.000906618,0.001660214,0.068433547,0.008910883,8,37,2
034128f16cc9e28ddd7bca66351310a079b1053f5937e33c45903f5286e8b82e,0,7,384,493,0.002604167,0.002604167,0.0033521,0.006236641,0.000133033,25,14,2
0341f819a8b4bb53b9c40666f2289103f9c254d437622806178f353de10a2949,0,3,709,1397,0.001410437,0.001410437,0.002783024,0.039727136,0.01348403,1,82,2
034273dfb742b7e8c3a420bc80455ebe7fff9bed7fb021f444946f0c4496f5b8,0,1,463,718,0.002159827,0.002159827,0.003356615,0.014255255,0.017753181,21,84,2
034449e8b435656527f4c792d99ae707165cff2d8ae9238e21e830e36f8f5eff,0,7,234,333,0.004273504,0.004273504,0.006107626,0.03405476,0.013938695,21,28,2
0344500b940caebfa92556818c9e82c5f8af00ab40ca3e5c7600beba432d3b6a,0,3,709,1424,0.001410437,0.001410437,0.002836812,0.084392874,0.008897404,4,56,2
0344c7c9c5b36e693490182308a34c61b05b87314c499629dbcb00d33e8fe801,0,1,629,1143,0.001589825,0.001589825,0.002893583,0.034792131,0.01486376,4,52,2
034507d1ecf47d1f3282ff612c313a8ccee1d2942fb23a0c038115359cb283cb,0,3,2547,4923,0.000392619,0.000392619,0.000759176,0.0630443,0.003242575,19,71,2
034533fffbf7d43871bb47fe87e6d5e98243067fa136925e67e7aa80330c369e,0,3,945,2066,0.001058201,0.001058201,0.002315936,0.112231354,0.005097586,2,76,2
0345fedab182390f2e1fbfb6d4ea4cd6c8b11688dbeb43acff665c5c4fc1955c,0,7,274,524,0.003649635,0.003649635,0.00700516,0.058172228,0.005385492,4,27,2
0346ab9ca4d22d8d9e543fb58db561fa3fdc8aab120dbfc7323afab90137af28,0,1,919,1777,0.001088139,0.001088139,0.002106344,0.077071852,0.007196423,41,34,2
0346dafa1489d69e5d0d7f6be8346c6dd3570bc25df0baeefae5a15e88d1b66b,0,5,187,271,0.005347594,0.005347594,0.007791386,0.030255252,0.006585419,3,22,2
0347ee452040e69cf5d9628f11f5fa4fad4158f495f14e08b42a159fdc43d248,0,7,58,75,0.017241379,0.017241379,0.022686025,0.042215596,0.021821796,4,19,2
0348ba7782ff52aa64b6236754c06707be5201a8fcde7282270dd43830617648,0,7,306,479,0.003267974,0.003267974,0.005132326,0.034794363,0.010066995,24,28,2
034983a50e5926f711ad24a9b84759a77a6259177894ef56b633358418327c8e,0,7,169,227,0.00591716,0.00591716,0.00799521,0.012034475,0.000683122,12,15,2
0349a52b1980e4f77842282a435a17681668876722e5dd215684a0ad4a428e24,0,7,127,214,0.007874016,0.007874016,0.013373328,0.053450843,0.016516435,2,27,2
0349be834da399e188d57ac2b1a0d3ec93a38ea2e8b7647a3c94497e13554544,0,1,11,10,0.090909091,0.090909091,0.090909091,0.105757576,0.011111111,3,5,2
0349e34f940f9c08cd723a44b8b25f734e6d7363f4238da0ede22d3d867d4fed,0,5,641,1017,0.001560062,0.001560062,0.002479037,0.03747685,0.009989336,3,37,2
034a54d92a2e6d8f6d36fb4afa8a488642525c8efb5fae790230291587ef7691,0,1,1112,2068,0.000899281,0.000899281,0.001673908,0.078847782,0.006844772,15,31,2
034adcb8bdba75dc4e0a8e3dfb3f3f6305391128ad092f594aa42b82cec3fc32,0,1,476,888,0.00210084,0.00210084,0.003927466,0.060794358,0.008558785,4,23,2
034b26cb96df68be30d90315e9e56582f0fa578b91472937ce8f206119467e0f,0,7,505,665,0.001980198,0.001980198,0.002612761,0.003666189,3.5e-05,38,12,2
034c05881360a8b25314905bf384def08eb6cb55a7ba69cab17ac6720e125ef9,0,7,572,1026,0.001748252,0.001748252,0.003141342,0.05255657,0.011210974,3,68,2
034ce71f8f71b29609dea0927082cce43299a2bdc1587f278095dc1a6fd15a1f,0,1,3511,6468,0.000284819,0.000284819,0.000524846,0.039284895,0.003065333,179,74,2
034d11b0caa50eb4d2cd3213f7524c7b251820db144a92d815a0902ce2c299e7,0,5,4803,8461,0.000208203,0.000208203,0.000366849,0.047982037,0.001537254,76,49,2
034e414a811169472d5c2d419877fb36c311b7394bdf96300e7c4709569a7686,0,3,2435,5291,0.000410678,0.000410678,0.000892726,0.089755367,0.003301217,2,82,2
034e6ccc72e6d99c88531886fe5d38eec9b6389d1ec037ed7d7c0f930cbc0408,0,8,165,184,0.006060606,0.006060606,0.006799704,0.008636072,0.000599214,28,24,2
03506e323b504b6173fff14220afd5cab7677403a29b6c46de7ba7fa454e54bd,0,1,5443,10104,0.000183722,0.000183722,0.000341112,0.056844395,0.00186711,202,89,2
0351386b8e832e3d4908864802c3c6042fed83570e74cc50c0ad3caa8c0a7ef1,0,5,548,811,0.001824818,0.001824818,0.002705534,0.020787786,0.001339453,10,17,2
0352361c9fc3418084b5894391eee4c38e2250b7842ec46e8576d8d991205db9,0,1,89,130,0.011235955,0.011235955,0.01659857,0.056023828,0.014805161,4,15,2
03542116ce8b902757299f7c3db8ab416d61b7758cccadb2ed27883725069b59,0,7,1473,2269,0.000678887,0.000678887,0.001046463,0.019095811,0.002639954,27,42,2
0355229649135c0b90ee41812dd7fa85e0dfad9852d01f87348819924ad821e8,0,7,1913,3911,0.000522739,0.000522739,0.001069264,0.071440396,0.00348977,49,25,2
0355a758579c6e6b298bee66419e541fbf48ea17fce8d57625248abc57d0b46a,0,7,1413,2875,0.000707714,0.000707714,0.00144099,0.081794047,0.00493902,3,100,2
03569f0408934134c19f33fd7e6da5f0522fc154a4feae6e1c77045ff71bb5e3,0,1,528,1235,0.001893939,0.001893939,0.004438359,0.144821784,0.007673829,4,20,2
0356afabbdd37dd9855ec6035b029aac6059d6919ce68efc5c5138f44ec942f4,0,7,402,489,0.002487562,0.002487562,0.003033461,0.005215798,0.000221368,31,22,2
0356c45cd868a091de6bde962303255f41c5837719f8ef730370b25cc6cc9079,0,7,1315,2494,0.000760456,0.000760456,0.001443362,0.059343196,0.004413202,14,74,2
0357931f89e1f2bb3b9833a00f7f2901595e4df1f64a8873b4a936f97ec0ef06,0,10,73,102,0.01369863,0.01369863,0.019406393,0.035518812,0.007653225,5,14,2
0357a8c408020141484abb7934735c753f1d63e882b625d3fc017a7ebe1ccf1a,0,3,169,307,0.00591716,0.00591716,0.010812905,0.081338029,0.016103887,8,20,2
0359122341d94502263d79a12528993fdf0db2ea05ccf3019af33639421cd495,0,1,3205,11499,0.000312012,0.000312012,0.001119798,0.053408045,0.005091736,11,61,2
035929fd858d77591ebe028ef3320d37d09138c18913b35e047bd7aef1490eae,0,7,2827,5356,0.000353732,0.000353732,0.000670413,0.063074756,0.00301812,77,45,2
035939048f5d01bdb91750d4b2b60ef84181d74f8c08106f5a59d47830d2c045,0,1,528,1039,0.001893939,0.001893939,0.003733972,0.080875221,0.017604122,3,27,2
035972c0e91b799ddb1f5fe04850702115a113d50c2dd3cd935f30b847caa38a,0,7,3089,5662,0.000323729,0.000323729,0.000593574,0.070906873,0.000930994,89,197,2
035a6f54d56fc99cf149a1fdd0aa033e56b2ea93e2e6da38f290b7a56908e2ad,0,7,273,402,0.003663004,0.003663004,0.005413704,0.022850772,0.008582804,31,36,2
035b39f7bd7e93a3d3d8ba3fa2dfa83059e0b840eaae5d836e9d80caec92e6c2,0,1,4417,9169,0.000226398,0.000226398,0.000470073,0.068927135,0.002071346,14,57,2
035b8d77b05cafe751544a81682c2f9ecb34ccecfa9e1f7b4b20554befc5eebd,0,1,2024,3990,0.000494071,0.000494071,0.000974466,0.066066519,0.006122943,12,43,2
035b9d28fac4e36f835b43617a99d2c6456d764b0fa9a6506facf31c15f45430,0,7,2464,5034,0.000405844,0.000405844,0.000829484,0.081795481,0.003786201,4,89,2
035c1c54b986dd65598f0410297fe3955f4f2658b3e5e3766ef62f5fac3802e7,0,7,2600,4995,0.000384615,0.000384615,0.00073919,0.071004358,0.002190384,84,97,2
035d652ecc6139dbfb0a8ef895080cd4bf00af06e39aedb42465fca54da51c94,0,7,137,219,0.00729927,0.00729927,0.011753972,0.039947735,0.019938616,2,24,2
035d6951f936e8df00db389b0bf567cac939f8e564ad922c96524858b97858b4,0,1,760,1498,0.001315789,0.001315789,0.002596907,0.075074752,0.014814537,3,42,2
035dc4e89ec9c240ff449c24c839375d8a3086bf9f82ab1fa34e9ced5f3c24ae,0,7,8280,12127,0.000120773,0.000120773,0.000176907,0.000336318,4.64e-06,419,81,2
035e10dd5332dcd48761b4197b3790bf36b470ec789a188abe4e97fb191226a8,0,7,4687,9452,0.000213356,0.000213356,0.000430355,0.085682048,0.001370867,124,84,2
035e50d658502a452d4257d79a9d8e78a3d10104a54c51e3fd15d8242a58193b,0,1,1130,2466,0.000884956,0.000884956,0.00193295,0.109036623,0.006643087,5,27,2
035e9a0b6976924c5162f65e45046ec512a530782d7c779d4d49d5134b5f035d,0,1,416,731,0.002403846,0.002403846,0.004234245,0.052552691,0.011572796,4,32,2
035f153ec99e6246088c15c8e3e4c0477f5191242a9220d8800e78e913d52c63,0,1,62,80,0.016129032,0.016129032,0.021152829,0.05271444,0.017367354,6,16,2
03609731376aeaff24e693463084ed1b8efe2f21efeb165f9e167a8eeba468fb,0,1,177,266,0.005649718,0.005649718,0.008538778,0.021386766,0.00217881,12,21,2
036134015d57c5049d9502daa9087e6e1fc036b47825451eb82ced460d76abf8,0,6,766,937,0.001305483,0.001305483,0.001599003,0.005772281,0.00036307,40,27,2
0362018561eb2fa05bd974c2ecedd5c9baa84619914905b4a2674074b7723003,0,1,1696,3451,0.000589623,0.000589623,0.001200465,0.058303336,0.005098817,108,35,2
0362d8084fb5cabbf78a610d2220276b6c1afad92136ef965c57666b7242c943,0,7,4537,8784,0.00022041,0.00022041,0.000426826,0.061940067,0.001787267,23,167,2
036385642bc21d6ebb2a838a02daf4a952737aeab2a1b9283a57b5b6cd45df64,0,7,2438,4669,0.000410172,0.000410172,0.000785841,0.074687319,0.002266178,69,101,2
03642adefc3c6f6ed314783daacc17b87a184d8e19ba028187b8857b4cc29252,0,1,268,425,0.003731343,0.003731343,0.005939404,0.053611632,0.021477106,7,30,2
03644e2d787b14cc41caab1e23a008b4241aaedcd5f6d1fcb656c62d17cf7f8e,0,3,323,664,0.003095975,0.003095975,0.006384247,0.102699225,0.01218822,2,25,2
03646dec4b0570fdffd47625dcbfeae9af36d0ddb45140cbde29aa6a1e84d586,0,3,266,475,0.003759398,0.003759398,0.006738544,0.05449199,0.017287215,2,31,2
0364d545ceaa07209f9491ca680ed83cb7ad24e7234cb74a28b2770710c55ec6,0,1,1862,3303,0.000537057,0.000537057,0.000953197,0.052875041,0.003531044,98,32,2
03653aba432bec1f4b14128510180127b0193fd6d7bd8bfbb42b04bbc1009e85,0,7,33,45,0.03030303,0.03030303,0.042613636,0.056946876,0.005590176,2,8,2
0365b156b0dd8e7b3c897095fe23a642d53b991ef7ce98c469c91fecf903247c,0,5,1554,2998,0.000643501,0.000643501,0.00124225,0.076917797,0.004011795,9,28,2
03664725187c49c1c9ba752f89fe454ec036ace51696f788c2d8c02306d1ac30,0,7,788,1485,0.001269036,0.001269036,0.002394559,0.066857789,0.006880004,4,55,2
03664e42a909f7d3d5c9229fa6a88df5d0a3435220ac50f4e629924712ba36a3,0,1,70,96,0.014285714,0.014285714,0.019875776,0.043308898,0.009481184,4,17,2
036742df24e695de5800aef807925eb46421a169fbdd4092f3fe79ebda85877f,0,7,2021,4399,0.000494805,0.000494805,0.001077547,0.1371807,0.002626973,2,44,2
0367736801ea0a15ae846436ecae2e355a865857d691f6fbe6fd6a873c9c523f,0,3,657,1044,0.00152207,0.00152207,0.002422319,0.032642846,0.006669811,42,41,2
03682373a6d5f20068245b2814ddf57ea1185c9ebafcdf3648a01dc40f7e4d8c,0,7,3246,6192,0.000308071,0.000308071,0.000587852,0.065702456,0.002369972,11,87,2
036849dcc97b0afd0653efe157459a8aa0933b375393a4541b07997f286452ec,0,6,2530,3257,0.000395257,0.000395257,0.000509036,0.008750526,0.000291796,82,32,2
0368e7ea65785873a017c41071e947fe356922bfa4810ff8402e0555e61866bb,0,1,1499,2956,0.000667111,0.000667111,0.001316409,0.095517414,0.005333611,19,28,2
03690ac2a2e2c02a10e613ba9ac062a028d02422b61fb3a4d344ba1accb239b0,0,3,236,364,0.004237288,0.004237288,0.006563289,0.023190979,0.00261519,7,19,2
036910b4aa2d156c39931bff3c6eafca18110051b52542ead0d41de74c4a28bd,0,1,5079,9489,0.000196889,0.000196889,0.000367917,0.057281895,0.002236945,49,47,2
036a0b2d8ec81f45a1a390026ee9acde91f9b7230da40588e14e1b67cc0c8e6d,0,3,1130,2368,0.000884956,0.000884956,0.001856134,0.071440039,0.002209595,1,34,2
036a84437bbb77bee1e1626847eba052b7cc869802d4123357713a08512d6fba,0,7,2084,4028,0.000479846,0.000479846,0.000927903,0.064158176,0.004073707,66,39,2
036a935d6bea14547951685c9bddc41412f9da1ffe7bc31db350df325d427960,0,1,1667,2827,0.00059988,0.00059988,0.001017924,0.048655037,0.006080191,13,50,2
036b6dedd292f51f9535992930cb2608ceeed3d34a2c6f3d28e3c521b18df890,0,2,940,1594,0.00106383,0.00106383,0.001805905,0.026226538,0.008542142,21,46,2
036b91c70df312a06308944d34e388a29a3d168778da18d9580c71482ffe4f76,0,1,909,2006,0.00110011,0.00110011,0.002430419,0.079837558,0.012290316,4,36,2
036b9978f2424888144a39ec9cc05ce3b54c2ee24b5baee5ce91b224b0666edd,0,7,2994,6435,0.000334001,0.000334001,0.000718108,0.069901786,0.002285022,75,76,2
036d3a21c69722eb34b48d104fc68ea6f63a0fa8c813ce08fdab0b30765c3fa8,0,7,353,725,0.002832861,0.002832861,0.005834728,0.100028599,0.011239754,2,40,2
036db6a47492c74e8a4bf7b4fb1194ed0f0483d663a87ae2c02ca586c7adad55,0,5,214,332,0.004672897,0.004672897,0.007283577,0.039185448,0.0127653,4,25,2
036f831cfb610050cf377810cc8b4d7107f076b99926cf340bb4b174338042b8,0,7,3426,7108,0.000291886,0.000291886,0.000605758,0.047646787,0.004073772,15,320,2
037069022522f3c04b17248208852736fe06379c99bcdffb5ff74e9ad81784f9,0,3,992,1888,0.001008065,0.001008065,0.00192051,0.046841105,0.014985814,1,53,2
0371e1323bfe6db8e16719b0793d6d3f1ae90dedbe2c3d7bc1aa9fc8b4ffa3e7,0,8,71,75,0.014084507,0.014084507,0.015090543,0.017984806,0.000764004,14,12,2
0372c950c6f857f094fd36e2518d810756d5587232411fb40b00be23d434e857,0,3,867,1449,0.001153403,0.001153403,0.001929885,0.028948212,0.007046156,26,65,2
0373c0bbf9756f858fbf5a19dd2aec88cfd06034fac9ef516bb589bd48d60a75,0,7,1261,2460,0.000793021,0.000793021,0.00154828,0.057028518,0.007626518,3,59,2
0373f70ba8b71bece25edb31346e6025b704789f1200e9bf012e1a3e61abb9ee,0,5,354,600,0.002824859,0.002824859,0.00480146,0.047667805,0.009146462,3,31,2
037452ee06edfd5094f6b13b7fb8769a2431284b04882a602f409cc9a822c220,0,1,116,150,0.00862069,0.00862069,0.011244378,0.025909987,0.007285831,5,21,2
0374e1875c183812756484b1febdf12856cac5837f860c0040650c966ba3ad9a,0,7,3451,7137,0.000289771,0.000289771,0.000599448,0.084074319,0.002354398,15,81,2
037521d9d39bc90d3b2650acfc545f0b5b0d334fd2e7662484cf237766f47961,0,7,3834,7477,0.000260824,0.000260824,0.000508788,0.075061444,0.001977071,107,99,2
0375dae5effac2203ba640166ed0136f50a78889dbebe9639780cad007614699,0,7,3107,7032,0.000321854,0.000321854,0.000728679,0.077869619,0.002216298,56,89,2
0377302c10c13a8d76d00860ba31c31f80087f299650fd96d38dfb89e157a744,0,5,254,406,0.003937008,0.003937008,0.006317886,0.05040486,0.014218146,1,27,2
0378cafcc3389dfe4a93ee4a57a6f2a67b0d98c0042d4cfa7b02fa4706c440ce,0,7,587,1082,0.001703578,0.001703578,0.003145513,0.048329238,0.016310325,2,41,2
037a34d5a0d2e5189a73bba2e514c968a5f4e8035132c0a69b7a52e5d2071437,0,6,2558,3444,0.00039093,0.00039093,0.000526541,0.01696265,0.000475645,72,34,2
037b9f5884e55923c7f5286b2995bac439416f3887f58d627c76cdc9c94cd4a9,0,1,4278,8818,0.000233754,0.000233754,0.000481937,0.075322853,0.002273186,67,48,2
037bc7e8b1ac070bce7b52abb9f38f20c13fec95136df3d518f28d5b517377e3,0,7,4141,8397,0.000241488,0.000241488,0.0004898,0.094614571,0.001953594,5,89,2
037c15a09058894a88f20cf9060ca8e62f59a3f72c1b2a51e46f64d3d2da0ec6,0,7,38,35,0.026315789,0.026315789,0.024893314,0.040804367,0.005768927,12,8,2
037c2a3786594b4d6ff48c72b53bdf0f4a21b10d450157167f4cb16dae506baf,0,7,4299,5472,0.000232612,0.000232612,0.00029615,0.000418911,9.08e-07,327,22,2
037d0b410e21d20112723cd8f3ce57590f6d13babedeb7d82787fc1ae511f5bb,0,3,1327,2510,0.00075358,0.00075358,0.001426459,0.083355834,0.004705599,13,42,2
037e13fe7e8d159bff5d359f69d13f95c1938432813ce04715022ae9fdf0a80f,0,1,11,9,0.090909091,0.090909091,0.081818182,0.078787879,0.002020202,4,3,2
037f874e78a1191d8406a5b6f585243aa261fdee090450968ee3f90ef3c22bcd,0,3,1985,3847,0.000503778,0.000503778,0.000976832,0.068963717,0.005313005,4,97,2
038135d8b6524b8642c375f58d3b755c071743a106183e150cd160b0577bbcd8,0,7,250,490,0.004,0.004,0.007871486,0.080998099,0.015264348,2,26,2
038231f633cf5fe87bfb09b1069139293776f6688a418c3a1de98d183bdb2a86,0,7,263,475,0.003802281,0.003802281,0.006893449,0.064863142,0.016152328,2,28,2
0383b0c6a0f9e2a8377dc77a9c49602aa7827495d415e3bae8a9c1374f8a6660,0,7,154,268,0.006493506,0.006493506,0.011374247,0.038542214,0.00764277,3,26,2
0384e5b6b80c093f57788b821203b5fbea4f87f116046520bd6829d788834b63,0,7,145,265,0.006896552,0.006896552,0.012691571,0.043046039,0.010292246,2,28,2
0385faafe8f0fc175421339905feac0a7ecf6ee2b3dfae20d0123a9d8d47d164,0,7,270,385,0.003703704,0.003703704,0.00530084,0.028503524,0.000979664,48,11,2
0386ba7e7a47b018b187d86e6564945bf0a560acea5636681dcdfe20b357c26c,0,1,55,64,0.018181818,0.018181818,0.021548822,0.043794173,0.005615908,7,9,2
0386c9eaa0f6fb3a4ebb4311d31ddde6d7558032370ad7d7e5936e1add03f045,0,3,449,808,0.002227171,0.002227171,0.004016863,0.045575335,0.010672386,11,36,2
0386d15eba4d7bc403a397c7082ac504bfc84dce961dd09185148c37ebee91b7,0,7,282,496,0.003546099,0.003546099,0.006259307,0.042116519,0.008206191,4,35,2
03885f23319ff89db4e074fd4da6198eb9be48ca5dde6851d870c9bf042cb9cf,0,5,1807,3233,0.000553403,0.000553403,0.000990672,0.060009696,0.004906284,5,40,2
03894ef963a66827dc29ef84265a491be13c0cafe97fcfb37bd3639105619b59,0,7,938,1801,0.001066098,0.001066098,0.002049138,0.076083027,0.005246368,8,66,2
03898f17fef9b68f9e9eade7bf9eda6ed3f65dbd6df146795809fb2bc8f524c0,0,7,3596,7232,0.000278087,0.000278087,0.000559422,0.077650726,0.001938617,4,124,2
0389941fe35c7cf41d5810439c2201613f8debe89d710583e5c4d7180e04914e,0,8,1086,1979,0.00092081,0.00092081,0.001679524,0.050807372,0.002845134,5,38,2
0389b605231cc6264e5d518610915ccfddd442f85f02036b515edd6357d1881c,0,1,232,424,0.004310345,0.004310345,0.007911629,0.071360492,0.016940312,2,21,2
0389e8719189ce4519cfa54faf53fc3e83d78726b237773ba82763149c5f7d74,0,1,418,763,0.002392344,0.002392344,0.004377359,0.066101807,0.024540342,6,33,2
038a8ee1499d64650fc0f5a022b162d6765a5532055a5c8a955336de2a07b99e,0,1,2324,4606,0.000430293,0.000430293,0.000853176,0.06690506,0.003260524,55,41,2
038b3652741d9a50b25d0c359131df87d962655200d91ef0b3371c66a19bc7e7,0,7,3039,5721,0.000329056,0.000329056,0.00061966,0.057000918,0.002866241,105,66,2
038b548ef9734367647631d20058b4936e791b3bf3f18376917a05a94c495e98,0,2,1256,1983,0.000796178,0.000796178,0.001258025,0.035001739,0.004278639,50,34,2
038bbee358f68b86e0a650dc546133713ed1211ba0e961d8de7787762a11877b,0,1,358,575,0.002793296,0.002793296,0.004499006,0.050992689,0.029935206,3,41,2
038befa3b8d605bd80bc3b96a2cadeedf334f170d4f097908b933e9a2ace1e1f,0,5,297,448,0.003367003,0.003367003,0.005096005,0.0382467,0.010429883,5,28,2
038c38512c205aae9c21ac69405e8c572c7927b1a08a83dcf6ee8bb08fc86de1,0,1,3720,8028,0.000268817,0.000268817,0.000580281,0.095365178,0.001875614,89,31,2
